epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,12416,0.45789,0.31683,0.89442,0.98242,0.99155,0.99416,0.95395,0.35248,0.25341,0.8407,0.0009035,0.0009035,0.0009035
86,12561.9,0.44667,0.31196,0.89209,0.98897,0.98042,0.99428,0.96694,0.29493,0.23086,0.82304,0.000899375,0.000899375,0.000899375
87,12707.9,0.45687,0.31866,0.90927,0.9837,0.97922,0.99376,0.95947,0.32465,0.24501,0.82811,0.00089525,0.00089525,0.00089525
88,12853.9,0.45275,0.31137,0.9102,0.98725,0.97942,0.99386,0.96929,0.30968,0.25008,0.82484,0.000891125,0.000891125,0.000891125
89,13000,0.45454,0.32163,0.9023,0.99561,0.98063,0.99437,0.97166,0.29828,0.24348,0.82345,0.000887,0.000887,0.000887
90,13146.2,0.46457,0.32028,0.90643,0.98447,0.97329,0.99316,0.94927,0.36269,0.26254,0.84836,0.000882875,0.000882875,0.000882875
91,13292.1,0.45802,0.31744,0.90208,0.98809,0.98682,0.9943,0.96524,0.30864,0.26314,0.82885,0.00087875,0.00087875,0.00087875
92,13438.1,0.44547,0.30341,0.88797,0.98582,0.98425,0.99449,0.95522,0.33039,0.24449,0.82753,0.000874625,0.000874625,0.000874625
93,13584,0.44159,0.30359,0.89706,0.98118,0.98283,0.99449,0.96769,0.29602,0.24985,0.81887,0.0008705,0.0008705,0.0008705
94,13730,0.44084,0.30647,0.90215,0.96618,0.98905,0.99454,0.96553,0.3159,0.25261,0.82785,0.000866375,0.000866375,0.000866375
95,13876,0.45199,0.3088,0.90396,0.98125,0.98649,0.99435,0.97093,0.30049,0.23582,0.8207,0.00086225,0.00086225,0.00086225
96,14022,0.43807,0.3089,0.8926,0.9847,0.98317,0.99473,0.95926,0.32567,0.25431,0.82483,0.000858125,0.000858125,0.000858125
97,14168,0.44925,0.31152,0.89376,0.97118,0.99051,0.99449,0.95913,0.32373,0.26188,0.82726,0.000854,0.000854,0.000854
98,14314,0.44442,0.30374,0.89853,0.97394,0.98938,0.99436,0.96291,0.31745,0.2598,0.82312,0.000849875,0.000849875,0.000849875
99,14460,0.42527,0.30268,0.88414,0.98199,0.97461,0.99366,0.96816,0.29839,0.25005,0.81515,0.00084575,0.00084575,0.00084575
100,14606,0.45122,0.30325,0.90679,0.97718,0.97555,0.9939,0.97061,0.2986,0.24951,0.81964,0.000841625,0.000841625,0.000841625
101,14751.9,0.44978,0.30975,0.90513,0.99251,0.98387,0.99425,0.95359,0.3284,0.24104,0.83257,0.0008375,0.0008375,0.0008375
102,14897.8,0.43747,0.29896,0.89383,0.97322,0.98998,0.99431,0.96778,0.29356,0.23369,0.81779,0.000833375,0.000833375,0.000833375
103,15043.8,0.45801,0.31001,0.9133,0.99265,0.9846,0.99487,0.95879,0.33328,0.23306,0.83085,0.00082925,0.00082925,0.00082925
104,15189.7,0.44672,0.30402,0.90166,0.9921,0.98241,0.99448,0.9725,0.30871,0.23479,0.82586,0.000825125,0.000825125,0.000825125
105,15335.8,0.44619,0.30724,0.90673,0.97831,0.97771,0.99428,0.96056,0.3108,0.23662,0.82456,0.000821,0.000821,0.000821
106,15481.8,0.42664,0.29227,0.89158,0.97387,0.99104,0.99369,0.97759,0.28739,0.22349,0.81359,0.000816875,0.000816875,0.000816875
107,15627.9,0.42716,0.29841,0.89104,0.96165,0.99213,0.99422,0.96919,0.29816,0.22559,0.81898,0.00081275,0.00081275,0.00081275
108,15773.9,0.42071,0.28898,0.89296,0.98259,0.97456,0.99305,0.95575,0.33348,0.25412,0.83565,0.000808625,0.000808625,0.000808625
109,15919.9,0.44217,0.29589,0.90429,0.98756,0.98402,0.99376,0.95774,0.33751,0.24839,0.8325,0.0008045,0.0008045,0.0008045
110,16065.9,0.41918,0.29302,0.88539,0.97875,0.98107,0.99369,0.96886,0.32438,0.23581,0.82877,0.000800375,0.000800375,0.000800375
111,16211.8,0.42869,0.2962,0.88967,0.9852,0.97279,0.99394,0.97678,0.29739,0.22583,0.81862,0.00079625,0.00079625,0.00079625
112,16357.8,0.42483,0.2967,0.88949,0.97569,0.9877,0.9929,0.97165,0.30778,0.22155,0.82586,0.000792125,0.000792125,0.000792125
113,16503.9,0.41991,0.28806,0.88783,0.98975,0.97105,0.99436,0.97316,0.29314,0.2376,0.81519,0.000788,0.000788,0.000788
114,16649.9,0.43228,0.29852,0.89094,0.97525,0.98751,0.99421,0.97433,0.31432,0.23712,0.82266,0.000783875,0.000783875,0.000783875
