epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,226.914,0.64028,0.47631,0.99303,0.95611,0.94235,0.98518,0.85678,0.59589,0.46849,0.96307,0.00101488,0.00101488,0.00101488
21,236.546,0.64124,0.46228,0.98558,0.97093,0.9402,0.9873,0.84705,0.56001,0.3939,0.96496,0.0010025,0.0010025,0.0010025
22,245.809,0.64129,0.46265,0.9894,0.94518,0.8717,0.96523,0.8397,0.55696,0.57016,0.94856,0.000990125,0.000990125,0.000990125
23,255.303,0.63441,0.44911,0.98904,0.95657,0.94142,0.98524,0.87615,0.52499,0.37349,0.94116,0.00097775,0.00097775,0.00097775
24,265.72,0.6172,0.43926,0.98195,0.97486,0.94818,0.98185,0.85807,0.53043,0.40953,0.94504,0.000965375,0.000965375,0.000965375
25,275.611,0.63311,0.44471,0.98222,0.98668,0.95056,0.9825,0.87301,0.5226,0.38619,0.9277,0.000953,0.000953,0.000953
26,285.169,0.61826,0.43428,0.98965,0.97667,0.93897,0.98293,0.86457,0.47889,0.36747,0.9147,0.000940625,0.000940625,0.000940625
27,294.58,0.61543,0.42355,0.98123,0.98062,0.94818,0.98335,0.86937,0.51138,0.37575,0.92222,0.00092825,0.00092825,0.00092825
28,304.324,0.60201,0.42268,0.97477,0.96182,0.95666,0.98436,0.85773,0.53744,0.37339,0.94211,0.000915875,0.000915875,0.000915875
29,313.936,0.5892,0.41317,0.95837,0.97156,0.93444,0.98586,0.87326,0.47812,0.37685,0.90964,0.0009035,0.0009035,0.0009035
30,323.514,0.59576,0.41288,0.96487,0.96224,0.92222,0.97934,0.86796,0.47559,0.40281,0.91873,0.000891125,0.000891125,0.000891125
31,332.905,0.5905,0.39908,0.96241,0.96351,0.94563,0.98354,0.87087,0.45891,0.35811,0.90291,0.00087875,0.00087875,0.00087875
32,342.519,0.58635,0.40614,0.96646,0.98035,0.95476,0.98643,0.86297,0.48703,0.36391,0.91737,0.000866375,0.000866375,0.000866375
33,352.377,0.59357,0.39744,0.96959,0.96387,0.9435,0.98417,0.88139,0.4848,0.36464,0.9101,0.000854,0.000854,0.000854
34,362.203,0.58642,0.39983,0.96064,0.97024,0.95258,0.98331,0.87308,0.53403,0.40304,0.93487,0.000841625,0.000841625,0.000841625
35,371.818,0.57635,0.38642,0.95869,0.97295,0.94288,0.97603,0.86448,0.49359,0.38751,0.91339,0.00082925,0.00082925,0.00082925
36,381.033,0.57793,0.37859,0.96153,0.98111,0.94226,0.98652,0.87094,0.49003,0.35403,0.92057,0.000816875,0.000816875,0.000816875
37,390.704,0.5713,0.38884,0.95606,0.97853,0.95476,0.98664,0.87474,0.49757,0.36228,0.92597,0.0008045,0.0008045,0.0008045
38,399.954,0.56704,0.3811,0.95928,0.96722,0.94803,0.98311,0.86719,0.48814,0.44939,0.91274,0.000792125,0.000792125,0.000792125
39,409.44,0.58059,0.38085,0.9466,0.97367,0.95999,0.98247,0.87356,0.48531,0.36598,0.90163,0.00077975,0.00077975,0.00077975
40,418.941,0.56082,0.37663,0.95947,0.94748,0.98064,0.99006,0.88106,0.49634,0.34483,0.91808,0.000767375,0.000767375,0.000767375
41,429.104,0.57154,0.37428,0.95422,0.97508,0.96134,0.99001,0.87699,0.4923,0.32887,0.92353,0.000755,0.000755,0.000755
42,438.298,0.55612,0.37152,0.93954,0.979,0.95476,0.98789,0.88888,0.46802,0.33132,0.90437,0.000742625,0.000742625,0.000742625
43,447.955,0.57072,0.37207,0.95605,0.97774,0.95775,0.98471,0.88013,0.46756,0.34575,0.89802,0.00073025,0.00073025,0.00073025
44,457.391,0.55833,0.36795,0.95706,0.98341,0.94818,0.97745,0.87669,0.48942,0.39905,0.89807,0.000717875,0.000717875,0.000717875
45,466.881,0.55566,0.36254,0.94594,0.94645,0.97609,0.98774,0.89031,0.47871,0.36439,0.90425,0.0007055,0.0007055,0.0007055
46,476.562,0.56018,0.35808,0.94696,0.97599,0.96036,0.98899,0.88536,0.50128,0.34561,0.9221,0.000693125,0.000693125,0.000693125
47,486.462,0.53446,0.3556,0.93534,0.97397,0.96126,0.98902,0.89011,0.48834,0.29991,0.91369,0.00068075,0.00068075,0.00068075
48,495.467,0.53813,0.35384,0.93591,0.96744,0.94818,0.98709,0.88483,0.46683,0.34549,0.90418,0.000668375,0.000668375,0.000668375
49,504.764,0.54429,0.35719,0.93554,0.9776,0.94818,0.98625,0.88442,0.4752,0.34953,0.90078,0.000656,0.000656,0.000656
50,514.555,0.53798,0.35129,0.93442,0.96254,0.96812,0.991,0.89659,0.46142,0.30625,0.9101,0.000643625,0.000643625,0.000643625
51,524.15,0.53604,0.34718,0.94106,0.97381,0.9416,0.98974,0.88716,0.4815,0.30844,0.92423,0.00063125,0.00063125,0.00063125
52,533.801,0.53562,0.34906,0.9467,0.97513,0.95476,0.98738,0.88279,0.47722,0.32764,0.91724,0.000618875,0.000618875,0.000618875
53,543.028,0.53296,0.35039,0.93776,0.97122,0.96928,0.98238,0.87736,0.48732,0.32866,0.91333,0.0006065,0.0006065,0.0006065
54,552.811,0.53382,0.34475,0.93609,0.97045,0.97194,0.98527,0.88246,0.44803,0.32989,0.90425,0.000594125,0.000594125,0.000594125
55,562.622,0.524,0.34613,0.93151,0.96894,0.94381,0.98483,0.89509,0.45156,0.34963,0.9006,0.00058175,0.00058175,0.00058175
56,571.958,0.53457,0.33607,0.93911,0.97613,0.947,0.98845,0.89621,0.43208,0.32362,0.8965,0.000569375,0.000569375,0.000569375
57,581.335,0.52675,0.33558,0.93471,0.98162,0.95476,0.9887,0.89108,0.44297,0.29489,0.90534,0.000557,0.000557,0.000557
58,591.19,0.53017,0.32844,0.93578,0.97287,0.94818,0.98828,0.89072,0.45133,0.31734,0.90103,0.000544625,0.000544625,0.000544625
59,600.882,0.51673,0.32975,0.93422,0.95228,0.9661,0.98903,0.89614,0.44145,0.31755,0.90122,0.00053225,0.00053225,0.00053225
60,610.377,0.51947,0.33117,0.93076,0.97838,0.94962,0.98845,0.88963,0.4166,0.30384,0.89192,0.000519875,0.000519875,0.000519875
61,619.854,0.51749,0.32795,0.92538,0.96444,0.95394,0.98932,0.90445,0.4232,0.29451,0.89502,0.0005075,0.0005075,0.0005075
62,630.179,0.50157,0.31379,0.91847,0.97639,0.94818,0.98877,0.89868,0.43984,0.27723,0.8981,0.000495125,0.000495125,0.000495125
63,640.092,0.51787,0.3242,0.93095,0.98149,0.94961,0.98928,0.88665,0.47715,0.32645,0.91295,0.00048275,0.00048275,0.00048275
64,649.319,0.50388,0.31994,0.92178,0.98328,0.94818,0.98597,0.89073,0.45989,0.30028,0.89981,0.000470375,0.000470375,0.000470375
65,658.999,0.50324,0.31842,0.92133,0.96167,0.95922,0.986,0.89846,0.43637,0.30405,0.88824,0.000458,0.000458,0.000458
66,668.526,0.49868,0.31087,0.91223,0.98142,0.94818,0.98603,0.88906,0.4479,0.32992,0.89528,0.000445625,0.000445625,0.000445625
67,678.108,0.50953,0.31375,0.93381,0.97578,0.94842,0.98877,0.90342,0.43454,0.30404,0.89568,0.00043325,0.00043325,0.00043325
68,687.345,0.50752,0.31709,0.92772,0.96995,0.94439,0.98424,0.90346,0.41173,0.30506,0.88501,0.000420875,0.000420875,0.000420875
69,696.902,0.50832,0.31449,0.92904,0.97372,0.9416,0.98532,0.9093,0.39054,0.31352,0.86959,0.0004085,0.0004085,0.0004085
70,707.132,0.49481,0.3039,0.91414,0.97597,0.95065,0.98655,0.90958,0.4232,0.30944,0.88594,0.000396125,0.000396125,0.000396125
71,716.726,0.4892,0.29994,0.92507,0.97246,0.95662,0.98725,0.89737,0.43928,0.28234,0.89619,0.00038375,0.00038375,0.00038375
72,726.311,0.48619,0.30805,0.91913,0.96855,0.96276,0.98797,0.90671,0.40094,0.28868,0.87868,0.000371375,0.000371375,0.000371375
73,735.658,0.48066,0.30309,0.91025,0.97519,0.9416,0.98771,0.90817,0.40599,0.29523,0.87955,0.000359,0.000359,0.000359
74,745.206,0.48267,0.30543,0.91428,0.96983,0.94838,0.98843,0.905,0.40067,0.2878,0.86984,0.000346625,0.000346625,0.000346625
75,754.542,0.50094,0.31161,0.91986,0.9774,0.94524,0.98911,0.90406,0.42318,0.28999,0.88013,0.00033425,0.00033425,0.00033425
76,764.197,0.47395,0.29327,0.91075,0.98421,0.95308,0.99012,0.90971,0.4135,0.26601,0.88386,0.000321875,0.000321875,0.000321875
77,774.216,0.47628,0.29516,0.90914,0.96963,0.95324,0.98676,0.90652,0.42252,0.29065,0.87606,0.0003095,0.0003095,0.0003095
78,783.467,0.48976,0.30183,0.91241,0.96818,0.95144,0.989,0.91512,0.41326,0.30131,0.88294,0.000297125,0.000297125,0.000297125
79,793.71,0.47581,0.29239,0.91258,0.97318,0.94818,0.98878,0.90718,0.40127,0.29454,0.87682,0.00028475,0.00028475,0.00028475
80,803.203,0.47647,0.29385,0.90476,0.97813,0.94993,0.98721,0.91231,0.3939,0.28435,0.87154,0.000272375,0.000272375,0.000272375
81,812.88,0.46648,0.28749,0.90555,0.97049,0.95534,0.98486,0.90834,0.39381,0.27315,0.87521,0.00026,0.00026,0.00026
82,822.191,0.46526,0.28825,0.9032,0.96616,0.95249,0.98751,0.90644,0.40573,0.29296,0.87684,0.000247625,0.000247625,0.000247625
83,831.413,0.46815,0.28406,0.90829,0.96197,0.95841,0.98547,0.91245,0.41159,0.27198,0.87838,0.00023525,0.00023525,0.00023525
84,840.956,0.46805,0.28874,0.91241,0.96576,0.95949,0.98127,0.90056,0.4012,0.28001,0.87763,0.000222875,0.000222875,0.000222875
85,850.198,0.4599,0.28019,0.89873,0.96023,0.96791,0.9841,0.91054,0.39753,0.27247,0.88445,0.0002105,0.0002105,0.0002105
86,859.798,0.46421,0.28696,0.90018,0.97458,0.96484,0.98884,0.91246,0.41081,0.2695,0.89075,0.000198125,0.000198125,0.000198125
87,869.591,0.45414,0.27856,0.89966,0.96565,0.95993,0.98418,0.91155,0.39143,0.27964,0.88144,0.00018575,0.00018575,0.00018575
88,879.225,0.47033,0.28433,0.91828,0.97156,0.9654,0.98833,0.91123,0.39232,0.26443,0.88036,0.000173375,0.000173375,0.000173375
89,888.78,0.46125,0.28055,0.90812,0.96918,0.95582,0.9899,0.92174,0.37506,0.26347,0.86784,0.000161,0.000161,0.000161
90,898.726,0.45764,0.27798,0.89606,0.97169,0.95645,0.98916,0.91549,0.38339,0.2642,0.87022,0.000148625,0.000148625,0.000148625
91,910.155,0.40377,0.24444,0.88693,0.97349,0.956,0.98873,0.90842,0.40266,0.26625,0.88118,0.00013625,0.00013625,0.00013625
92,920.407,0.3936,0.24041,0.87867,0.97411,0.95178,0.98314,0.90508,0.40194,0.26605,0.87942,0.000123875,0.000123875,0.000123875
93,929.629,0.3947,0.23506,0.88079,0.97303,0.95657,0.98445,0.90413,0.39586,0.26679,0.88305,0.0001115,0.0001115,0.0001115
94,938.888,0.39526,0.23118,0.88081,0.97334,0.96174,0.98612,0.91086,0.39175,0.27337,0.88027,9.9125e-05,9.9125e-05,9.9125e-05
95,948.567,0.38468,0.23108,0.87767,0.97327,0.95691,0.9863,0.91268,0.39402,0.26248,0.87615,8.675e-05,8.675e-05,8.675e-05
96,958.559,0.39126,0.23389,0.87979,0.96862,0.95995,0.98673,0.91223,0.39224,0.2627,0.87747,7.4375e-05,7.4375e-05,7.4375e-05
97,967.978,0.385,0.23571,0.88265,0.97192,0.95519,0.98455,0.91266,0.39264,0.25763,0.87621,6.2e-05,6.2e-05,6.2e-05
98,977.815,0.3805,0.22781,0.87463,0.97324,0.9572,0.98546,0.91558,0.38864,0.25684,0.87253,4.9625e-05,4.9625e-05,4.9625e-05
99,986.998,0.38157,0.22735,0.88074,0.97298,0.95847,0.98561,0.91295,0.39091,0.25178,0.87446,3.725e-05,3.725e-05,3.725e-05
100,996.454,0.37617,0.22547,0.87385,0.97294,0.95889,0.9856,0.91714,0.37987,0.25318,0.8729,2.4875e-05,2.4875e-05,2.4875e-05
