epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5806,0.94064,2.75766,1.05023,0.00617,0.97973,0.54647,0.4094,0.84735,3.34154,0.87666,0.000409226,0.000409226,0.000409226
2,20.3621,0.8503,1.54863,1.033,0.911,0.63954,0.87497,0.66185,0.86557,2.21995,1.04449,0.000823167,0.000823167,0.000823167
3,29.577,0.8161,1.33928,1.02552,0.91125,0.91046,0.95987,0.7752,0.70891,1.13522,1.01385,0.00123436,0.00123436,0.00123436
4,39.2753,0.82375,1.1319,1.04706,0.88139,0.96905,0.97758,0.79547,0.72397,1.05739,1.03173,0.00123763,0.00123763,0.00123763
5,49.766,0.76828,0.9889,1.02773,0.94069,0.97816,0.98974,0.84787,0.63051,0.68281,0.98543,0.0012335,0.0012335,0.0012335
6,59.2753,0.7416,0.88376,1.03764,0.94791,0.97506,0.99349,0.88536,0.55427,0.58845,0.94605,0.00122937,0.00122937,0.00122937
7,68.56,0.72696,0.80344,1.02666,0.94087,0.93323,0.98534,0.84231,0.61385,0.61073,0.97145,0.00122525,0.00122525,0.00122525
8,78.8204,0.69094,0.72515,1.00803,0.97513,0.9726,0.99416,0.87364,0.50651,0.53521,0.90824,0.00122112,0.00122112,0.00122112
9,88.0947,0.69798,0.7155,1.02616,0.98508,0.97394,0.99058,0.86926,0.56904,0.48272,0.95038,0.001217,0.001217,0.001217
10,96.8346,0.67133,0.63854,1.01094,0.99299,0.96692,0.99209,0.8815,0.52633,0.45445,0.91924,0.00121287,0.00121287,0.00121287
11,106.3,0.66646,0.61494,1.0048,0.98334,0.97642,0.9928,0.86543,0.56165,0.47586,0.93796,0.00120875,0.00120875,0.00120875
12,116.12,0.65594,0.61016,1.00078,0.99492,0.9813,0.99413,0.87982,0.50531,0.41805,0.91111,0.00120462,0.00120462,0.00120462
13,125.126,0.64705,0.57864,0.99212,0.9868,0.97446,0.99101,0.8857,0.48134,0.40751,0.90225,0.0012005,0.0012005,0.0012005
14,134.654,0.63743,0.56207,0.99246,0.98086,0.97405,0.99216,0.87091,0.56934,0.42076,0.95559,0.00119637,0.00119637,0.00119637
15,144.031,0.65557,0.54627,1.00136,0.98024,0.98402,0.9935,0.88051,0.51991,0.41066,0.91338,0.00119225,0.00119225,0.00119225
16,153.652,0.61557,0.50042,0.96689,0.98548,0.99324,0.99474,0.89414,0.48337,0.35255,0.89775,0.00118812,0.00118812,0.00118812
17,163.234,0.61645,0.49705,0.97852,0.96831,0.98901,0.99233,0.88809,0.49371,0.39717,0.90265,0.001184,0.001184,0.001184
18,172.486,0.62465,0.50939,0.99245,0.98974,0.97754,0.99407,0.90272,0.43925,0.39834,0.87211,0.00117988,0.00117988,0.00117988
19,182.113,0.63225,0.51422,0.96866,0.98535,0.97926,0.99438,0.88871,0.48113,0.38105,0.90491,0.00117575,0.00117575,0.00117575
20,191.973,0.61696,0.50207,0.98038,0.95655,0.97298,0.98853,0.88908,0.47614,0.3932,0.88983,0.00117163,0.00117163,0.00117163
21,201.829,0.60256,0.47478,0.96988,0.98281,0.97297,0.98745,0.89921,0.45515,0.37236,0.88157,0.0011675,0.0011675,0.0011675
22,211.193,0.59066,0.45467,0.97179,0.98288,0.97339,0.99124,0.88265,0.48071,0.41391,0.89498,0.00116337,0.00116337,0.00116337
23,220.267,0.57406,0.45228,0.9589,0.99459,0.98235,0.99487,0.90073,0.45844,0.35518,0.87825,0.00115925,0.00115925,0.00115925
24,230.403,0.59019,0.45553,0.9663,0.9604,0.98649,0.99352,0.89443,0.46325,0.39044,0.87553,0.00115513,0.00115513,0.00115513
25,240.198,0.57385,0.44358,0.96097,0.97952,0.98621,0.99384,0.91049,0.41646,0.35613,0.86063,0.001151,0.001151,0.001151
26,249.78,0.57007,0.43055,0.9642,0.97783,0.98054,0.99051,0.91116,0.42402,0.37331,0.86553,0.00114688,0.00114688,0.00114688
27,259.576,0.56164,0.45274,0.95186,0.9736,0.98019,0.99074,0.92264,0.40295,0.34484,0.84986,0.00114275,0.00114275,0.00114275
28,269.872,0.56299,0.42374,0.95556,0.96248,0.98278,0.99392,0.90757,0.41869,0.4113,0.86599,0.00113863,0.00113863,0.00113863
29,279.097,0.57883,0.43443,0.96101,0.99538,0.97545,0.99436,0.9107,0.4396,0.31331,0.86563,0.0011345,0.0011345,0.0011345
30,288.564,0.57262,0.44595,0.97344,0.96724,0.98775,0.98412,0.88203,0.45516,0.34438,0.87521,0.00113038,0.00113038,0.00113038
31,298.385,0.57778,0.44012,0.96255,0.99254,0.9772,0.99474,0.9191,0.45881,0.3267,0.87493,0.00112625,0.00112625,0.00112625
32,308.481,0.55946,0.41273,0.95699,0.98371,0.97057,0.99034,0.92088,0.40571,0.3332,0.85233,0.00112213,0.00112213,0.00112213
33,318.253,0.54611,0.40458,0.94355,0.97714,0.99324,0.98973,0.92667,0.39152,0.32384,0.84548,0.001118,0.001118,0.001118
34,328.249,0.54318,0.41242,0.93948,0.97625,0.98445,0.99035,0.92514,0.39902,0.40998,0.84424,0.00111388,0.00111388,0.00111388
35,337.505,0.55209,0.41665,0.94216,0.9801,0.99473,0.99454,0.92864,0.40491,0.32455,0.85342,0.00110975,0.00110975,0.00110975
36,347.045,0.55188,0.40431,0.94211,0.98393,0.98649,0.99077,0.92334,0.42331,0.33121,0.86594,0.00110563,0.00110563,0.00110563
37,356.503,0.55107,0.40171,0.95371,0.98298,0.97786,0.99441,0.91154,0.47206,0.33751,0.8754,0.0011015,0.0011015,0.0011015
38,366.182,0.54715,0.38409,0.95863,0.98834,0.97973,0.9931,0.92025,0.41128,0.32849,0.85597,0.00109738,0.00109738,0.00109738
39,376.312,0.54636,0.39471,0.95849,0.98228,0.97268,0.99428,0.92684,0.36956,0.28814,0.83879,0.00109325,0.00109325,0.00109325
40,385.8,0.52046,0.3799,0.92915,0.9911,0.97551,0.99423,0.92027,0.37971,0.28838,0.84102,0.00108913,0.00108913,0.00108913
41,395.362,0.52406,0.38286,0.93664,0.98103,0.97297,0.99403,0.92534,0.38982,0.29438,0.84829,0.001085,0.001085,0.001085
42,405.17,0.53234,0.38483,0.94095,0.98394,0.97805,0.99414,0.92628,0.38252,0.31114,0.84053,0.00108088,0.00108088,0.00108088
43,414.978,0.53896,0.40487,0.94318,0.98354,0.97626,0.99359,0.92319,0.39185,0.29914,0.83808,0.00107675,0.00107675,0.00107675
44,424.153,0.5619,0.39595,0.94797,0.98046,0.97831,0.9944,0.94126,0.35697,0.29227,0.82759,0.00107263,0.00107263,0.00107263
45,434.657,0.51746,0.36763,0.92831,0.97461,0.98649,0.99427,0.94535,0.33466,0.2755,0.81922,0.0010685,0.0010685,0.0010685
46,444.845,0.51331,0.36572,0.92422,0.98706,0.98788,0.99474,0.92688,0.38769,0.29149,0.84713,0.00106437,0.00106437,0.00106437
47,454.879,0.52584,0.37487,0.93133,0.97589,0.97562,0.99441,0.92983,0.37687,0.285,0.83742,0.00106025,0.00106025,0.00106025
48,464.315,0.51167,0.37014,0.93562,0.98742,0.98192,0.9946,0.92034,0.41339,0.30072,0.86342,0.00105612,0.00105612,0.00105612
49,473.716,0.51319,0.38064,0.92047,0.90175,0.98804,0.9861,0.92567,0.39303,0.35964,0.8512,0.001052,0.001052,0.001052
50,483.201,0.52343,0.37584,0.93474,0.97903,0.97238,0.99441,0.93396,0.36652,0.28192,0.82785,0.00104787,0.00104787,0.00104787
51,493.119,0.49189,0.35923,0.91893,0.99215,0.96226,0.99334,0.93803,0.39358,0.2941,0.84249,0.00104375,0.00104375,0.00104375
52,503.042,0.50765,0.37516,0.92896,0.9565,0.98094,0.99038,0.93,0.38813,0.30704,0.83601,0.00103962,0.00103962,0.00103962
53,512.815,0.52003,0.37625,0.93084,0.97928,0.98486,0.99428,0.93578,0.37736,0.30566,0.8428,0.0010355,0.0010355,0.0010355
54,522.176,0.52026,0.36339,0.92981,0.98224,0.99002,0.9946,0.94123,0.35618,0.27704,0.82949,0.00103138,0.00103138,0.00103138
55,531.61,0.5071,0.3712,0.92757,0.98592,0.97297,0.99377,0.93958,0.35662,0.2736,0.8348,0.00102725,0.00102725,0.00102725
56,541.127,0.49438,0.35021,0.9213,0.99506,0.97479,0.99474,0.92206,0.42109,0.28845,0.85363,0.00102312,0.00102312,0.00102312
57,551.161,0.51413,0.35927,0.93369,0.97738,0.99098,0.99449,0.93778,0.35176,0.26001,0.82425,0.001019,0.001019,0.001019
58,561.276,0.50685,0.35871,0.92672,0.99227,0.98495,0.99461,0.94111,0.37444,0.2595,0.83806,0.00101488,0.00101488,0.00101488
59,571.081,0.48089,0.33012,0.91916,0.98575,0.98103,0.99448,0.94021,0.37824,0.26688,0.84394,0.00101075,0.00101075,0.00101075
60,580.211,0.50407,0.35592,0.92677,0.97802,0.98043,0.99441,0.94712,0.37015,0.27832,0.83441,0.00100663,0.00100663,0.00100663
61,589.666,0.48961,0.34577,0.9197,0.97898,0.98203,0.9943,0.94165,0.36972,0.27766,0.82929,0.0010025,0.0010025,0.0010025
62,599.644,0.51155,0.37651,0.93494,0.98147,0.97638,0.99342,0.92347,0.39926,0.28497,0.85352,0.000998375,0.000998375,0.000998375
63,608.989,0.49878,0.3485,0.92218,0.96637,0.99041,0.99421,0.91933,0.41309,0.29258,0.84803,0.00099425,0.00099425,0.00099425
64,619.139,0.50408,0.34951,0.92597,0.97592,0.98114,0.9935,0.94165,0.35726,0.28208,0.82488,0.000990125,0.000990125,0.000990125
65,629.031,0.50199,0.35769,0.9232,0.97386,0.9766,0.99308,0.93736,0.34504,0.27853,0.8246,0.000986,0.000986,0.000986
66,638.651,0.46523,0.33614,0.90218,0.97747,0.98411,0.99088,0.95085,0.34003,0.30014,0.81738,0.000981875,0.000981875,0.000981875
67,648.554,0.49446,0.34261,0.92497,0.99293,0.96241,0.99415,0.94183,0.37042,0.26748,0.83977,0.00097775,0.00097775,0.00097775
68,658.707,0.48116,0.33723,0.91507,0.97035,0.99042,0.99421,0.95768,0.34112,0.27036,0.82105,0.000973625,0.000973625,0.000973625
69,668.839,0.48013,0.3384,0.91095,0.97573,0.98594,0.99474,0.95161,0.33409,0.2632,0.82124,0.0009695,0.0009695,0.0009695
70,679.1,0.47575,0.33517,0.90761,0.9863,0.96906,0.99348,0.96069,0.3296,0.27251,0.81403,0.000965375,0.000965375,0.000965375
71,689.249,0.4823,0.33279,0.91499,0.97681,0.99226,0.99421,0.93846,0.38977,0.2628,0.83773,0.00096125,0.00096125,0.00096125
