epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,145.768,0.80222,0.60746,1.00656,0.96609,0.98562,0.99125,0.81709,0.77996,0.45987,0.89375,0.00082925,0.00082925,0.00082925
36,149.256,0.79427,0.61116,0.998,0.9919,1,0.995,0.81433,0.72,0.42815,0.88312,0.000816875,0.000816875,0.000816875
37,152.982,0.78626,0.59896,0.96641,0.98532,1,0.995,0.79584,0.71971,0.45146,0.8996,0.0008045,0.0008045,0.0008045
38,156.865,0.81456,0.60144,1.00626,0.98381,1,0.995,0.79614,0.81797,0.48918,0.92623,0.000792125,0.000792125,0.000792125
39,160.458,0.7862,0.58875,0.97835,0.88782,0.99453,0.97625,0.79277,0.73005,0.46279,0.89731,0.00077975,0.00077975,0.00077975
40,163.938,0.76824,0.61126,0.97058,0.9841,0.97727,0.989,0.79229,0.76153,0.43749,0.93487,0.000767375,0.000767375,0.000767375
41,167.548,0.79231,0.57003,0.9925,0.93969,0.94758,0.98604,0.80938,0.74632,0.48062,0.90073,0.000755,0.000755,0.000755
42,171.294,0.76127,0.55275,0.99083,0.97492,0.97752,0.995,0.81018,0.73766,0.45743,0.91749,0.000742625,0.000742625,0.000742625
43,174.996,0.75145,0.58189,0.98343,0.96698,0.98521,0.995,0.80361,0.76541,0.5019,0.92081,0.00073025,0.00073025,0.00073025
44,178.639,0.76462,0.57004,0.98979,0.94713,0.97924,0.99313,0.82796,0.74697,0.43075,0.90297,0.000717875,0.000717875,0.000717875
45,182.341,0.74598,0.57669,0.97319,0.98923,1,0.995,0.8314,0.70609,0.42109,0.90162,0.0007055,0.0007055,0.0007055
46,186.685,0.76169,0.56408,0.97675,0.98853,0.99527,0.995,0.8507,0.69767,0.42471,0.88881,0.000693125,0.000693125,0.000693125
47,190.79,0.77419,0.58235,1.00568,0.84227,0.99001,0.97411,0.81297,0.65556,0.61412,0.88266,0.00068075,0.00068075,0.00068075
48,194.379,0.74313,0.55637,0.97138,0.97479,1,0.995,0.82994,0.67288,0.37277,0.88899,0.000668375,0.000668375,0.000668375
49,197.985,0.75939,0.53537,0.96679,0.93456,0.9175,0.98213,0.80266,0.70009,0.57733,0.87729,0.000656,0.000656,0.000656
50,202.199,0.74084,0.52617,0.98045,0.97335,1,0.995,0.8341,0.66833,0.39575,0.87974,0.000643625,0.000643625,0.000643625
51,205.772,0.75138,0.53932,0.96245,0.92865,0.95199,0.99038,0.8249,0.67763,0.44541,0.88856,0.00063125,0.00063125,0.00063125
52,209.338,0.72553,0.52795,0.97045,0.98014,1,0.995,0.83069,0.70313,0.42285,0.89364,0.000618875,0.000618875,0.000618875
53,213.116,0.72614,0.50743,0.96479,0.99018,1,0.995,0.80318,0.7934,0.40803,0.91903,0.0006065,0.0006065,0.0006065
54,217.378,0.71847,0.51071,0.95586,0.99262,1,0.995,0.83734,0.68204,0.41184,0.88803,0.000594125,0.000594125,0.000594125
55,220.971,0.69379,0.52549,0.94514,0.97915,0.97876,0.995,0.83562,0.69672,0.41952,0.87758,0.00058175,0.00058175,0.00058175
56,224.793,0.71319,0.4723,0.96613,0.96591,0.95455,0.98808,0.83641,0.68777,0.41045,0.87959,0.000569375,0.000569375,0.000569375
57,228.474,0.71312,0.50444,0.95458,0.97143,0.97975,0.99313,0.83372,0.69473,0.38848,0.88712,0.000557,0.000557,0.000557
58,232.055,0.72086,0.50867,0.97269,0.96868,0.99771,0.99125,0.83956,0.68557,0.40368,0.89963,0.000544625,0.000544625,0.000544625
59,235.844,0.71294,0.49917,0.94967,0.97163,0.98054,0.99313,0.81114,0.72724,0.3951,0.89325,0.00053225,0.00053225,0.00053225
60,239.701,0.7364,0.51331,0.9832,0.97185,0.97879,0.99313,0.82776,0.7256,0.38446,0.90809,0.000519875,0.000519875,0.000519875
61,243.317,0.69872,0.47065,0.95096,0.98889,0.97616,0.99313,0.82622,0.74947,0.37741,0.9087,0.0005075,0.0005075,0.0005075
62,247.827,0.67634,0.4538,0.9366,0.97259,0.97964,0.99313,0.83425,0.71716,0.38239,0.89617,0.000495125,0.000495125,0.000495125
63,251.846,0.70929,0.46712,0.97312,0.97314,0.97884,0.99313,0.84188,0.67766,0.40051,0.88016,0.00048275,0.00048275,0.00048275
64,255.547,0.69018,0.46767,0.96147,0.99206,1,0.995,0.83561,0.65185,0.35341,0.87331,0.000470375,0.000470375,0.000470375
65,259.216,0.70153,0.47616,0.95608,0.99144,0.99941,0.995,0.84644,0.65583,0.35448,0.86756,0.000458,0.000458,0.000458
66,262.878,0.69784,0.47419,0.95841,0.98278,0.97727,0.99313,0.84089,0.69933,0.36762,0.8832,0.000445625,0.000445625,0.000445625
67,266.591,0.70993,0.47352,0.96156,0.99135,0.99498,0.995,0.83847,0.69349,0.3473,0.87979,0.00043325,0.00043325,0.00043325
68,270.526,0.69932,0.46725,0.96059,0.9702,0.98296,0.9875,0.81824,0.65458,0.34943,0.87341,0.000420875,0.000420875,0.000420875
69,274.307,0.67002,0.43689,0.93909,0.97426,0.9763,0.99313,0.83829,0.69012,0.3717,0.88158,0.0004085,0.0004085,0.0004085
70,278.26,0.68049,0.43727,0.95085,0.98734,0.97727,0.99154,0.82882,0.693,0.3678,0.89492,0.000396125,0.000396125,0.000396125
71,281.852,0.65801,0.44491,0.94377,0.98743,0.97727,0.99313,0.84108,0.67003,0.37243,0.88534,0.00038375,0.00038375,0.00038375
72,285.363,0.67871,0.44541,0.95033,0.97406,0.97727,0.99018,0.83424,0.67613,0.36283,0.89213,0.000371375,0.000371375,0.000371375
73,289.116,0.66258,0.42408,0.9338,0.99324,1,0.995,0.82933,0.69674,0.37814,0.88373,0.000359,0.000359,0.000359
74,293.083,0.71915,0.45997,0.97625,0.99018,1,0.995,0.85862,0.60956,0.35687,0.86381,0.000346625,0.000346625,0.000346625
75,296.905,0.67413,0.4217,0.95258,0.97314,1,0.995,0.85637,0.64941,0.35021,0.87422,0.00033425,0.00033425,0.00033425
76,300.929,0.63423,0.42935,0.93447,0.97244,1,0.995,0.84291,0.62615,0.34311,0.86852,0.000321875,0.000321875,0.000321875
77,304.851,0.65917,0.42022,0.94424,0.97279,1,0.995,0.84526,0.64,0.35166,0.87347,0.0003095,0.0003095,0.0003095
78,309.024,0.66292,0.42247,0.94068,0.99192,1,0.995,0.85099,0.64559,0.34136,0.87669,0.000297125,0.000297125,0.000297125
79,313.138,0.62875,0.4027,0.94016,0.99297,1,0.995,0.83537,0.66588,0.33852,0.87595,0.00028475,0.00028475,0.00028475
80,317.159,0.60469,0.4022,0.91737,0.98934,1,0.995,0.85138,0.67241,0.33541,0.87431,0.000272375,0.000272375,0.000272375
81,321.148,0.64152,0.42052,0.93575,0.98396,1,0.995,0.85329,0.62634,0.32948,0.86391,0.00026,0.00026,0.00026
82,325.018,0.65148,0.41512,0.94279,0.96264,0.99807,0.99313,0.84317,0.63194,0.32803,0.86274,0.000247625,0.000247625,0.000247625
83,328.607,0.66054,0.41061,0.94537,0.96816,1,0.99313,0.83271,0.66988,0.34056,0.87669,0.00023525,0.00023525,0.00023525
84,332.086,0.63651,0.41432,0.93884,0.96067,0.99699,0.99313,0.83598,0.62097,0.32963,0.87058,0.000222875,0.000222875,0.000222875
85,335.949,0.61459,0.3927,0.92652,0.9806,0.97727,0.99313,0.84773,0.64198,0.32967,0.86773,0.0002105,0.0002105,0.0002105
86,340.006,0.6474,0.41322,0.94238,0.98446,0.97727,0.99313,0.86066,0.60286,0.32326,0.8575,0.000198125,0.000198125,0.000198125
87,343.642,0.60057,0.3943,0.92872,0.96583,1,0.99313,0.85157,0.64112,0.32967,0.86683,0.00018575,0.00018575,0.00018575
88,347.306,0.60849,0.40034,0.93918,0.96518,1,0.99313,0.84911,0.62191,0.3281,0.86477,0.000173375,0.000173375,0.000173375
89,350.872,0.62179,0.38711,0.93438,0.97317,0.97727,0.99313,0.84708,0.66321,0.35468,0.88342,0.000161,0.000161,0.000161
90,354.495,0.60566,0.38983,0.92704,0.9605,0.99642,0.99313,0.85371,0.66292,0.337,0.88793,0.000148625,0.000148625,0.000148625
91,359.025,0.52299,0.35741,0.84917,0.96789,1,0.99313,0.8543,0.63043,0.33067,0.87376,0.00013625,0.00013625,0.00013625
92,362.569,0.51617,0.32032,0.86044,0.96498,0.99764,0.99313,0.84911,0.61638,0.32514,0.86265,0.000123875,0.000123875,0.000123875
93,366.04,0.51838,0.32103,0.85859,0.96029,0.99587,0.99313,0.8602,0.61967,0.32808,0.86433,0.0001115,0.0001115,0.0001115
94,370.07,0.49466,0.32583,0.84661,0.97172,0.98238,0.99313,0.85764,0.59686,0.32481,0.85875,9.9125e-05,9.9125e-05,9.9125e-05
95,373.581,0.49066,0.32159,0.83754,0.96171,0.99625,0.99313,0.85454,0.59204,0.31489,0.86275,8.675e-05,8.675e-05,8.675e-05
96,377.027,0.49678,0.32049,0.84554,0.96436,0.9973,0.99313,0.85253,0.59044,0.31676,0.86239,7.4375e-05,7.4375e-05,7.4375e-05
97,380.664,0.49491,0.31163,0.8413,0.96168,0.99668,0.99313,0.85598,0.57715,0.31061,0.85957,6.2e-05,6.2e-05,6.2e-05
98,384.904,0.47498,0.30458,0.83811,0.96114,0.99654,0.99313,0.85862,0.57626,0.31101,0.85951,4.9625e-05,4.9625e-05,4.9625e-05
99,388.463,0.49332,0.3032,0.84731,0.96395,0.99794,0.99313,0.8511,0.58996,0.3166,0.86161,3.725e-05,3.725e-05,3.725e-05
100,392.074,0.49806,0.30751,0.85401,0.9642,0.99845,0.99313,0.85377,0.59065,0.31352,0.86164,2.4875e-05,2.4875e-05,2.4875e-05
